customer_id,total_amount,invoice,quantity,avg_basket,spend_early,spend_late,spend_drop,country,total_spend,driver
13313,302.44,1,160,302.44,0.0,302.44,0.0,United Kingdom,3445.32,adoption
13316,1622.48,1,2048,1622.48,1622.48,0.0,1622.48,United Kingdom,13191.57,price
13317,1075.93,3,407,358.6433333333334,444.63,631.3,0.7,United Kingdom,6486.09,competition
13319,1758.8,4,719,439.7,1025.88,732.92,1.4,United Kingdom,22082.5,competition
13320,508.61,2,426,254.305,0.0,508.61,0.0,United Kingdom,2228.1,adoption
13324,2688.39,5,1873,537.678,1326.87,1361.52,0.97,United Kingdom,10513.47,competition
13327,474.05,1,194,474.05,474.05,0.0,474.05,United Kingdom,9879.48,price
13339,860.12,1,326,860.12,0.0,860.12,0.0,United Kingdom,860.12,adoption
13340,3678.0299999999997,1,1605,3678.0299999999997,3678.0299999999997,0.0,3678.03,United Kingdom,22100.56,price
13341,775.85,1,301,775.85,775.85,0.0,775.85,United Kingdom,775.85,price
13344,1656.15,1,599,1656.15,1656.15,0.0,1656.15,United Kingdom,2543.72,price
13357,609.95,1,322,609.95,609.95,0.0,609.95,United Kingdom,3838.36,price
13358,439.03,1,285,439.03,439.03,0.0,439.03,United Kingdom,439.03,price
13362,768.83,1,391,768.83,768.83,0.0,768.83,United Kingdom,5394.07,price
13365,700.6,1,404,700.6,0.0,700.6,0.0,United Kingdom,2225.37,adoption
13368,588.0,1,315,588.0,588.0,0.0,588.0,United Kingdom,1121.5,price
13373,987.7,1,458,987.7,987.7,0.0,987.7,United Kingdom,7587.19,price
13376,770.0,2,356,385.0,0.0,770.0,0.0,United Kingdom,1019.76,adoption
13381,655.24,1,330,655.24,0.0,655.24,0.0,United Kingdom,8224.37,adoption
13382,222.99,1,131,222.99,222.99,0.0,222.99,United Kingdom,1387.58,price
13389,257.89,1,115,257.89,0.0,257.89,0.0,United Kingdom,797.96,adoption
13391,59.8,1,4,59.8,0.0,59.8,0.0,United Kingdom,59.8,adoption
13394,621.5699999999999,2,507,310.78499999999997,320.42,301.15,1.06,United Kingdom,6621.7,adoption
13398,457.34000000000003,1,281,457.34000000000003,0.0,457.34000000000003,0.0,United Kingdom,670.34,adoption
13404,217.81,1,99,217.81,0.0,217.81,0.0,United Kingdom,252.49,adoption
13405,397.4,1,126,397.4,0.0,397.4,0.0,United Kingdom,1213.81,adoption
13408,5442.19,16,3102,340.136875,2544.97,2897.22,0.88,United Kingdom,51733.46,competition
13410,154.4,1,88,154.4,154.4,0.0,154.4,United Kingdom,2201.96,price
13417,236.0,1,72,236.0,0.0,236.0,0.0,United Kingdom,1669.49,adoption
13418,1760.98,4,1112,440.245,362.24,1398.74,0.26,United Kingdom,12233.6,competition
13426,645.59,2,419,322.795,645.59,0.0,645.59,United Kingdom,8167.38,price
13427,214.5,1,130,214.5,0.0,214.5,0.0,United Kingdom,1006.53,adoption
13439,283.71,1,242,283.71,283.71,0.0,283.71,United Kingdom,986.61,price
13448,593.72,1,388,593.72,0.0,593.72,0.0,United Kingdom,9240.869999999999,adoption
13450,678.54,2,578,339.27,0.0,678.54,0.0,United Kingdom,4120.04,adoption
13451,1250.89,2,845,625.445,610.88,640.01,0.95,United Kingdom,7190.92,adoption
13452,590.0,2,2,295.0,590.0,0.0,590.0,United Kingdom,729.8,price
13456,207.66,1,100,207.66,0.0,207.66,0.0,United Kingdom,1766.72,adoption
13458,1458.8,2,1087,729.4,1015.14,443.66,2.28,United Kingdom,11959.27,adoption
13462,151.5,1,62,151.5,151.5,0.0,151.5,United Kingdom,1153.85,price
13468,1981.62,12,926,165.135,1351.96,629.66,2.14,United Kingdom,13390.51,competition
13474,229.59,1,132,229.59,0.0,229.59,0.0,United Kingdom,663.79,adoption
13475,961.36,2,712,480.68,589.4,371.96,1.58,United Kingdom,1431.78,adoption
13476,727.6,1,164,727.6,727.6,0.0,727.6,United Kingdom,2061.47,price
13477,330.63,1,147,330.63,0.0,330.63,0.0,United Kingdom,2834.17,adoption
13479,300.95,2,134,150.475,0.0,300.95,0.0,United Kingdom,851.37,adoption
13481,978.99,2,636,489.495,665.28,313.71000000000004,2.11,United Kingdom,3830.84,adoption
13482,184.64,1,116,184.64,0.0,184.64,0.0,United Kingdom,336.09,adoption
13484,313.8,1,44,313.8,313.8,0.0,313.8,United Kingdom,790.72,price
13485,454.24,1,277,454.24,0.0,454.24,0.0,United Kingdom,3019.22,adoption
13487,215.65,1,128,215.65,0.0,215.65,0.0,United Kingdom,846.87,adoption
13488,2134.67,3,1021,711.5566666666667,713.95,1420.72,0.5,United Kingdom,15587.88,competition
13491,389.8,3,455,129.93333333333334,389.8,0.0,389.8,United Kingdom,4566.56,price
13492,315.3,1,114,315.3,0.0,315.3,0.0,Switzerland,1269.84,adoption
13493,439.28,1,314,439.28,439.28,0.0,439.28,Switzerland,618.63,price
13495,207.0,1,108,207.0,0.0,207.0,0.0,United Kingdom,5374.26,adoption
13499,463.79,2,265,231.895,158.23,305.56,0.52,United Kingdom,1159.11,adoption
13502,74.56,1,50,74.56,74.56,0.0,74.56,United Kingdom,780.5,price
13505,1916.09,2,853,958.045,0.0,1916.09,0.0,Switzerland,4393.63,adoption
13508,110.97,1,24,110.97,110.97,0.0,110.97,United Kingdom,287.05,price
13509,440.7,2,506,220.35,440.7,0.0,440.7,United Kingdom,1114.72,price
13512,251.21,1,143,251.21,251.21,0.0,251.21,United Kingdom,713.39,price
13515,203.4,1,180,203.4,203.4,0.0,203.4,United Kingdom,1265.82,price
13516,146.0,1,56,146.0,146.0,0.0,146.0,United Kingdom,1685.26,price
13520,490.78000000000003,1,227,490.78000000000003,490.78000000000003,0.0,490.78,Switzerland,6909.4,price
13523,1802.29,2,463,901.145,0.0,1802.29,0.0,United Kingdom,5101.5199999999995,adoption
13524,159.2,1,100,159.2,0.0,159.2,0.0,United Kingdom,680.18,adoption
13525,282.88,1,208,282.88,282.88,0.0,282.88,United Kingdom,628.78,price
13527,475.19,1,199,475.19,0.0,475.19,0.0,United Kingdom,4683.74,adoption
13529,181.1,1,30,181.1,0.0,181.1,0.0,United Kingdom,307.76,adoption
13531,178.35,1,71,178.35,0.0,178.35,0.0,United Kingdom,1738.52,adoption
13533,146.64,2,107,73.32,146.64,0.0,146.64,United Kingdom,270.79,price
13534,1619.05,8,846,202.38125,639.1,979.95,0.65,United Kingdom,7720.9,competition
13538,337.5,1,50,337.5,337.5,0.0,337.5,United Kingdom,3112.73,price
13539,151.55,1,97,151.55,151.55,0.0,151.55,United Kingdom,1569.36,price
13544,122.91,1,75,122.91,122.91,0.0,122.91,United Kingdom,829.0,price
13546,188.16,1,109,188.16,0.0,188.16,0.0,United Kingdom,1092.1399999999999,adoption
13548,281.01,1,164,281.01,281.01,0.0,281.01,United Kingdom,908.99,price
13549,512.55,3,307,170.85,183.5,329.05,0.56,United Kingdom,1005.8,competition
13552,1547.59,4,519,386.8975,469.05,1078.54,0.43,United Kingdom,6978.92,competition
13555,1590.05,2,868,795.025,0.0,1590.05,0.0,United Kingdom,8999.19,adoption
13557,240.68,1,224,240.68,240.68,0.0,240.68,United Kingdom,3032.2599999999998,price
13561,141.85999999999999,1,83,141.85999999999999,0.0,141.85999999999999,0.0,United Kingdom,1820.72,adoption
13562,603.27,1,233,603.27,603.27,0.0,603.27,United Kingdom,4838.18,price
13570,239.49,1,161,239.49,239.49,0.0,239.49,United Kingdom,239.49,price
13571,392.6,3,275,130.86666666666667,145.27,247.32999999999998,0.58,United Kingdom,4546.54,competition
13572,1384.25,1,534,1384.25,0.0,1384.25,0.0,United Kingdom,1384.25,adoption
13573,31.77,1,10,31.77,31.77,0.0,31.77,United Kingdom,916.47,price
13576,1059.36,3,416,353.11999999999995,330.24,729.12,0.45,United Kingdom,11551.74,competition
13577,356.75,1,131,356.75,356.75,0.0,356.75,United Kingdom,3489.28,price
13588,113.3,1,48,113.3,113.3,0.0,113.3,United Kingdom,2478.95,price
13590,602.97,2,545,301.485,301.42,301.55,1.0,United Kingdom,6349.59,adoption
13591,776.23,2,263,388.115,462.2,314.03,1.47,United Kingdom,2093.94,adoption
13592,205.51,3,71,68.50333333333333,76.72,128.79000000000002,0.59,United Kingdom,247.96,competition
13593,463.1,2,171,231.55,463.1,0.0,463.1,United Kingdom,5523.69,price
13599,703.11,3,362,234.37,331.81,371.3,0.89,United Kingdom,10167.63,competition
13601,373.2,1,275,373.2,0.0,373.2,0.0,United Kingdom,1185.14,adoption
13606,180.4,1,129,180.4,180.4,0.0,180.4,United Kingdom,280.54,price
13610,110.55,1,49,110.55,110.55,0.0,110.55,United Kingdom,2175.88,price
13623,395.92,3,89,131.97333333333333,248.34,147.58,1.67,United Kingdom,2566.49,competition
13626,257.23,1,209,257.23,257.23,0.0,257.23,United Kingdom,707.04,price
13627,294.73,1,242,294.73,0.0,294.73,0.0,United Kingdom,2245.9,adoption
13629,1463.0,2,800,731.5,642.0,821.0,0.78,United Kingdom,13370.86,adoption
13630,431.78000000000003,1,311,431.78000000000003,431.78000000000003,0.0,431.78,United Kingdom,2031.78,price
13631,1330.0,4,188,332.5,80.0,1250.0,0.06,United Kingdom,3070.42,competition
13632,613.03,2,239,306.515,261.58,351.45,0.74,United Kingdom,3648.15,adoption
13634,263.41,1,126,263.41,263.41,0.0,263.41,United Kingdom,5073.47,price
13636,386.95,2,238,193.475,386.95,0.0,386.95,United Kingdom,949.12,price
13637,422.6,1,215,422.6,0.0,422.6,0.0,United Kingdom,810.5,adoption
13642,354.8,1,173,354.8,0.0,354.8,0.0,United Kingdom,514.72,adoption
13647,424.64,1,267,424.64,0.0,424.64,0.0,United Kingdom,3071.68,adoption
13649,148.8,1,72,148.8,148.8,0.0,148.8,United Kingdom,1678.88,price
13650,745.52,2,284,372.76,372.12,373.4,0.99,United Kingdom,3288.0,adoption
13652,329.44,1,178,329.44,329.44,0.0,329.44,United Kingdom,2570.85,price
13654,1172.84,3,809,390.94666666666666,798.24,374.59999999999997,2.13,United Kingdom,6308.0,competition
13655,383.65,1,115,383.65,383.65,0.0,383.65,United Kingdom,2280.5099999999998,price
13657,152.34,1,132,152.34,0.0,152.34,0.0,United Kingdom,382.14,adoption
13658,933.3,1,300,933.3,0.0,933.3,0.0,United Kingdom,6025.5,adoption
13659,527.8,1,322,527.8,0.0,527.8,0.0,United Kingdom,4894.88,adoption
13662,532.9399999999999,2,363,266.46999999999997,227.7,305.24,0.74,United Kingdom,2250.11,adoption
13668,2008.99,7,1188,286.99857142857144,851.94,1157.05,0.74,United Kingdom,13089.94,competition
13692,871.58,2,735,435.79,0.0,871.58,0.0,United Kingdom,3114.4,adoption
13694,17429.19,16,15075,1089.324375,10689.83,6739.36,1.59,United Kingdom,196482.81,competition
13695,285.48,4,188,71.37,83.14,202.34,0.41,United Kingdom,2770.73,competition
13700,787.65,3,847,262.55,787.65,0.0,787.65,United Kingdom,2613.46,price
13707,223.0,1,120,223.0,223.0,0.0,223.0,United Kingdom,3365.86,price
13708,296.88,1,306,296.88,296.88,0.0,296.88,United Kingdom,296.88,price
13711,252.06,2,140,126.03,0.0,252.06,0.0,United Kingdom,1792.26,adoption
13712,228.84,1,352,228.84,228.84,0.0,228.84,United Kingdom,766.42,price
13715,137.49,1,95,137.49,137.49,0.0,137.49,United Kingdom,8483.289999999999,price
13716,138.28,1,138,138.28,138.28,0.0,138.28,United Kingdom,138.28,price
13717,272.54,1,318,272.54,272.54,0.0,272.54,United Kingdom,1763.3,price
13718,192.5,1,38,192.5,192.5,0.0,192.5,United Kingdom,306.55,price
13719,338.74,2,186,169.37,0.0,338.74,0.0,United Kingdom,2815.25,adoption
13720,432.1,2,250,216.05,432.1,0.0,432.1,United Kingdom,799.9,price
13723,199.85,1,43,199.85,0.0,199.85,0.0,United Kingdom,1209.2,adoption
13725,299.67,2,213,149.835,146.87,152.8,0.95,United Kingdom,1980.56,adoption
13728,335.35,2,127,167.675,183.0,152.35,1.19,United Kingdom,2855.17,adoption
13731,610.59,2,278,305.295,308.12,302.46999999999997,1.02,United Kingdom,610.59,adoption
13735,935.15,1,505,935.15,0.0,935.15,0.0,United Kingdom,9813.22,adoption
13736,357.53,1,228,357.53,357.53,0.0,357.53,United Kingdom,2766.21,price
13737,339.6,1,125,339.6,0.0,339.6,0.0,United Kingdom,339.6,adoption
13740,350.75,1,425,350.75,350.75,0.0,350.75,United Kingdom,1597.77,price
13741,162.96,1,76,162.96,0.0,162.96,0.0,United Kingdom,668.43,adoption
13742,471.15000000000003,2,198,235.57500000000002,172.72,298.43,0.58,United Kingdom,3131.02,adoption
13743,353.16,2,420,176.58,141.72,211.44,0.67,United Kingdom,1341.6,adoption
13748,376.85,2,143,188.425,229.39999999999998,147.45,1.55,United Kingdom,2268.35,adoption
13752,724.67,3,562,241.55666666666664,277.6,447.07,0.62,United Kingdom,1590.73,competition
13756,399.21,1,141,399.21,0.0,399.21,0.0,United Kingdom,9207.5,adoption
13758,1210.27,2,940,605.135,316.9,893.37,0.35,United Kingdom,9416.98,adoption
13760,135.09,1,96,135.09,135.09,0.0,135.09,United Kingdom,1363.6399999999999,price
13762,306.72,1,272,306.72,0.0,306.72,0.0,United Kingdom,2472.48,adoption
13767,3097.47,11,1280,281.5881818181818,1092.82,2004.65,0.54,United Kingdom,35540.53,competition
13769,821.69,3,325,273.8966666666667,300.75,520.94,0.58,United Kingdom,5800.42,competition
13771,1464.85,2,825,732.425,871.6,593.25,1.47,United Kingdom,5728.82,adoption
13772,228.42,1,86,228.42,228.42,0.0,228.42,United Kingdom,3114.22,price
13777,1853.49,5,894,370.698,1586.79,266.70000000000005,5.93,United Kingdom,56478.42,price
13781,127.84,1,30,127.84,127.84,0.0,127.84,United Kingdom,778.83,price
13782,169.36,1,48,169.36,0.0,169.36,0.0,United Kingdom,1793.72,adoption
13784,442.83,2,613,221.415,96.75,346.08,0.28,United Kingdom,2910.23,adoption
13798,11291.119999999999,21,7198,537.6723809523809,4776.66,6514.46,0.73,United Kingdom,75836.87,competition
13802,2161.32,1,1104,2161.32,2161.32,0.0,2161.32,United Kingdom,26259.11,price
13803,277.07,1,121,277.07,277.07,0.0,277.07,United Kingdom,1338.91,price
13811,481.5,2,30,240.75,258.75,222.75,1.16,Germany,814.5,adoption
13821,270.15,1,110,270.15,270.15,0.0,270.15,United Kingdom,1410.73,price
13824,790.1,2,226,395.05,659.3,130.8,5.0,United Kingdom,3314.76,price
13831,689.99,2,235,344.995,0.0,689.99,0.0,United Kingdom,7023.58,adoption
13835,328.45,1,157,328.45,0.0,328.45,0.0,United Kingdom,1095.27,adoption
13837,157.54,1,121,157.54,0.0,157.54,0.0,United Kingdom,271.24,adoption
13841,85.0,1,100,85.0,85.0,0.0,85.0,United Kingdom,85.0,price
13842,920.94,3,356,306.98,311.07,609.87,0.51,United Kingdom,5629.91,competition
13846,252.53,1,111,252.53,252.53,0.0,252.53,United Kingdom,1307.79,price
13854,2890.34,9,792,321.1488888888889,1357.08,1533.26,0.88,United Kingdom,12253.96,competition
13856,94.4,1,104,94.4,0.0,94.4,0.0,United Kingdom,1142.03,adoption
13862,173.46,1,126,173.46,0.0,173.46,0.0,United Kingdom,2556.09,adoption
13863,305.78,1,224,305.78,305.78,0.0,305.78,United Kingdom,1239.55,price
13867,138.85,1,31,138.85,0.0,138.85,0.0,United Kingdom,1015.29,adoption
13869,687.15,1,311,687.15,687.15,0.0,687.15,United Kingdom,8111.57,price
13871,1939.68,4,835,484.92,798.85,1140.83,0.7,United Kingdom,7885.85,competition
13873,108.95,1,37,108.95,0.0,108.95,0.0,United Kingdom,1038.92,adoption
13875,343.03,1,168,343.03,343.03,0.0,343.03,United Kingdom,4814.37,price
13880,518.53,2,335,259.265,291.63,226.9,1.28,United Kingdom,4391.66,adoption
13881,2544.12,3,1834,848.04,983.78,1560.34,0.63,United Kingdom,45179.1,competition
13883,1742.78,4,904,435.695,980.41,762.37,1.28,United Kingdom,6560.0199999999995,competition
13884,58.099999999999994,2,16,29.049999999999997,58.099999999999994,0.0,58.1,United Kingdom,1888.48,price
13885,399.15,1,159,399.15,0.0,399.15,0.0,United Kingdom,506.8,adoption
13887,349.55,1,147,349.55,0.0,349.55,0.0,United Kingdom,349.55,adoption
13888,239.52,1,78,239.52,0.0,239.52,0.0,United Kingdom,2169.05,adoption
13892,54.519999999999996,1,140,54.519999999999996,54.519999999999996,0.0,54.52,United Kingdom,1267.65,price
13899,298.5,1,122,298.5,298.5,0.0,298.5,United Kingdom,388.52,price
13900,732.45,2,429,366.225,357.58,374.87,0.95,United Kingdom,1610.59,adoption
13901,433.9,1,244,433.9,433.9,0.0,433.9,United Kingdom,5676.34,price
13908,831.11,2,558,415.555,496.0,335.11,1.48,United Kingdom,2369.55,adoption
13911,1144.64,4,1060,286.16,530.23,614.41,0.86,United Kingdom,4234.99,competition
13918,198.2,1,100,198.2,198.2,0.0,198.2,United Kingdom,1212.84,price
13931,378.21,1,211,378.21,378.21,0.0,378.21,United Kingdom,5257.38,price
13934,922.1,1,390,922.1,922.1,0.0,922.1,United Kingdom,922.1,price
13946,485.96999999999997,2,263,242.98499999999999,209.85,276.12,0.76,United Kingdom,1876.23,adoption
13950,179.31,1,81,179.31,179.31,0.0,179.31,United Kingdom,745.06,price
13951,303.49,1,175,303.49,0.0,303.49,0.0,United Kingdom,674.45,adoption
13952,3251.07,2,1430,1625.535,2042.76,1208.31,1.69,United Kingdom,12823.52,adoption
13953,1250.0,2,1000,625.0,500.0,750.0,0.67,United Kingdom,6640.68,adoption
13956,293.67,2,135,146.835,293.67,0.0,293.67,United Kingdom,1026.42,price
13959,122.7,1,80,122.7,122.7,0.0,122.7,United Kingdom,1076.18,price
13962,117.6,1,30,117.6,117.6,0.0,117.6,United Kingdom,362.8,price
13969,844.25,4,498,211.0625,145.55,698.7,0.21,United Kingdom,13365.87,competition
13971,641.04,2,480,320.52,309.34,331.7,0.93,United Kingdom,4667.57,adoption
13972,145.9,1,42,145.9,0.0,145.9,0.0,United Kingdom,190.25,adoption
13975,961.61,2,571,480.805,678.76,282.85,2.39,United Kingdom,5358.84,adoption
13976,357.98,1,154,357.98,0.0,357.98,0.0,United Kingdom,1192.3600000000001,adoption
13983,595.43,2,263,297.715,290.0,305.43,0.95,United Kingdom,7108.45,adoption
13984,432.48,1,408,432.48,432.48,0.0,432.48,United Kingdom,2048.6,price
13985,640.8,2,314,320.4,393.0,247.8,1.58,United Kingdom,10020.86,adoption
13988,1356.08,2,769,678.04,631.06,725.02,0.87,United Kingdom,4757.8,adoption
13989,896.67,1,869,896.67,896.67,0.0,896.67,United Kingdom,2026.06,price
13990,311.3,1,190,311.3,0.0,311.3,0.0,United Kingdom,311.3,adoption
13993,669.97,2,187,334.985,278.21999999999997,391.75,0.71,United Kingdom,6775.71,adoption
13995,310.45,1,183,310.45,310.45,0.0,310.45,United Kingdom,3902.0099999999998,price
13999,637.12,2,476,318.56,301.48,335.64,0.9,United Kingdom,9502.26,adoption
14000,635.66,1,710,635.66,0.0,635.66,0.0,United Kingdom,2046.34,adoption
14001,1007.9,1,538,1007.9,0.0,1007.9,0.0,United Kingdom,4530.09,adoption
14005,187.16,1,240,187.16,0.0,187.16,0.0,United Kingdom,2874.72,adoption
14006,357.65,1,211,357.65,357.65,0.0,357.65,United Kingdom,2196.67,price
14009,695.61,2,365,347.805,0.0,695.61,0.0,United Kingdom,1099.91,adoption
14012,328.8,1,160,328.8,328.8,0.0,328.8,United Kingdom,328.8,price
14013,118.5,1,90,118.5,118.5,0.0,118.5,United Kingdom,1084.57,price
14016,2610.89,2,1054,1305.445,1477.56,1133.33,1.3,EIRE,11403.41,adoption
14021,501.7,2,152,250.85,198.9,302.8,0.65,United Kingdom,1716.58,adoption
14022,440.0,1,487,440.0,0.0,440.0,0.0,United Kingdom,792.15,adoption
14023,273.14,1,162,273.14,273.14,0.0,273.14,United Kingdom,584.0699999999999,price
14030,451.28999999999996,2,328,225.64499999999998,451.28999999999996,0.0,451.29,United Kingdom,8262.29,price
14031,3910.1,6,1310,651.6833333333333,1702.13,2207.97,0.77,United Kingdom,40999.17,competition
14032,916.15,3,700,305.3833333333333,612.98,303.17,2.02,United Kingdom,4850.27,competition
14035,398.98,1,206,398.98,398.98,0.0,398.98,United Kingdom,2856.72,price
14038,716.32,1,501,716.32,0.0,716.32,0.0,United Kingdom,3069.88,adoption
14040,535.33,2,235,267.665,171.1,364.23,0.47,United Kingdom,12645.57,adoption
14041,141.41,1,94,141.41,141.41,0.0,141.41,United Kingdom,141.41,price
14047,339.7,1,100,339.7,0.0,339.7,0.0,United Kingdom,4255.03,adoption
14049,2026.63,1,1269,2026.63,0.0,2026.63,0.0,United Kingdom,13239.03,adoption
14051,2707.12,5,704,541.424,1409.3999999999999,1297.72,1.09,United Kingdom,22434.0,competition
14056,2703.02,9,1493,300.3355555555556,1281.29,1421.73,0.9,United Kingdom,8214.65,competition
14057,1126.83,5,1077,225.36599999999999,784.37,342.46,2.28,United Kingdom,8408.84,competition
14059,183.6,1,128,183.6,183.6,0.0,183.6,United Kingdom,183.6,price
14060,1025.6399999999999,4,859,256.40999999999997,586.7,438.94,1.33,United Kingdom,9519.08,competition
14062,1738.24,2,818,869.12,1738.24,0.0,1738.24,United Kingdom,25604.2,price
14064,842.16,3,1295,280.71999999999997,560.5,281.65999999999997,1.98,United Kingdom,3332.42,competition
14066,152.55,1,45,152.55,152.55,0.0,152.55,United Kingdom,152.55,price
14071,356.81,2,295,178.405,356.81,0.0,356.81,United Kingdom,1438.82,price
14075,307.92,1,270,307.92,307.92,0.0,307.92,United Kingdom,1734.87,price
14077,199.61,2,83,99.805,117.11,82.5,1.4,United Kingdom,615.08,adoption
14078,277.69,2,101,138.845,0.0,277.69,0.0,United Kingdom,1692.63,adoption
14083,29.58,2,146,14.79,14.4,15.18,0.89,United Kingdom,1407.26,quality
14085,824.5,4,563,206.125,513.0,311.5,1.64,United Kingdom,10104.97,competition
14092,877.24,3,449,292.41333333333336,238.2,639.04,0.37,United Kingdom,7229.45,competition
14099,502.73,2,471,251.365,244.13,258.6,0.94,United Kingdom,5765.71,adoption
14101,2315.36,2,4096,1157.68,1224.6,1090.76,1.12,United Kingdom,9961.93,adoption
14105,1266.23,1,800,1266.23,1266.23,0.0,1266.23,United Kingdom,5988.83,price
14107,853.99,2,597,426.995,554.18,299.81,1.84,United Kingdom,4877.3,adoption
14110,1701.52,2,790,850.76,904.26,797.26,1.13,United Kingdom,12987.95,adoption
14111,94.2,1,148,94.2,94.2,0.0,94.2,United Kingdom,692.85,price
14112,1152.5,3,672,384.1666666666667,617.1,535.4,1.15,United Kingdom,5834.59,competition
14114,191.4,1,12,191.4,191.4,0.0,191.4,United Kingdom,1364.09,price
14127,137.6,1,36,137.6,137.6,0.0,137.6,United Kingdom,1900.08,price
14128,305.54,1,269,305.54,305.54,0.0,305.54,United Kingdom,924.21,price
14129,358.9,1,164,358.9,358.9,0.0,358.9,United Kingdom,2591.34,price
14135,309.35,1,468,309.35,0.0,309.35,0.0,United Kingdom,9643.92,adoption
14145,1128.6,1,228,1128.6,0.0,1128.6,0.0,United Kingdom,7600.05,adoption
14146,662.3,1,260,662.3,662.3,0.0,662.3,United Kingdom,9450.3,price
14148,157.2,1,16,157.2,0.0,157.2,0.0,United Kingdom,466.29,adoption
14149,446.62,1,218,446.62,0.0,446.62,0.0,United Kingdom,446.62,adoption
14152,314.51,1,369,314.51,0.0,314.51,0.0,United Kingdom,1997.34,adoption
14154,1345.62,2,465,672.81,1345.62,0.0,1345.62,United Kingdom,6460.7,price
14155,118.75,1,25,118.75,118.75,0.0,118.75,United Kingdom,118.75,price
14156,15613.83,10,7518,1561.383,9387.29,6226.54,1.51,EIRE,313946.37,competition
14159,458.87,1,402,458.87,458.87,0.0,458.87,United Kingdom,7938.01,price
14161,827.37,2,327,413.685,263.04,564.33,0.47,United Kingdom,3318.88,adoption
14163,749.79,2,281,374.895,411.87,337.92,1.22,United Kingdom,2594.62,adoption
14165,122.53999999999999,1,54,122.53999999999999,122.53999999999999,0.0,122.54,United Kingdom,122.53999999999999,price
14167,110.65,1,33,110.65,110.65,0.0,110.65,United Kingdom,1296.49,price
14173,114.03999999999999,1,40,114.03999999999999,0.0,114.03999999999999,0.0,United Kingdom,586.0,adoption
14180,1048.85,5,175,209.76999999999998,472.2,576.65,0.82,United Kingdom,6319.25,competition
14188,362.9,1,190,362.9,0.0,362.9,0.0,United Kingdom,2054.36,adoption
14189,990.58,4,848,247.645,314.1,676.48,0.46,United Kingdom,5814.39,competition
14191,429.1,2,309,214.55,0.0,429.1,0.0,United Kingdom,4817.66,adoption
14193,422.54,1,250,422.54,422.54,0.0,422.54,United Kingdom,1210.19,price
14194,2890.92,6,1525,481.82,1062.47,1828.45,0.58,United Kingdom,18670.59,competition
14195,1012.0,2,760,506.0,828.4,183.6,4.49,United Kingdom,2615.6,price
14198,183.3,1,104,183.3,183.3,0.0,183.3,United Kingdom,1569.73,price
14199,185.39999999999998,1,28,185.39999999999998,0.0,185.39999999999998,0.0,United Kingdom,1091.7,adoption
14201,297.02,2,142,148.51,0.0,297.02,0.0,United Kingdom,1193.54,adoption
14205,222.9,1,126,222.9,222.9,0.0,222.9,United Kingdom,2414.2,price
14206,328.15999999999997,1,276,328.15999999999997,328.15999999999997,0.0,328.16,United Kingdom,1185.01,price
14209,735.2,2,238,367.6,420.6,314.6,1.33,United Kingdom,4993.2699999999995,adoption
14210,622.26,2,208,311.13,0.0,622.26,0.0,United Kingdom,5861.5199999999995,adoption
14211,444.79,3,173,148.26333333333335,138.79,306.0,0.45,United Kingdom,4402.29,competition
14214,638.65,1,313,638.65,638.65,0.0,638.65,United Kingdom,1004.38,price
14217,445.09000000000003,3,183,148.36333333333334,242.85,202.24,1.19,United Kingdom,3416.89,competition
14220,319.42,1,138,319.42,319.42,0.0,319.42,United Kingdom,1515.0,price
14221,551.03,1,209,551.03,0.0,551.03,0.0,United Kingdom,6517.49,adoption
14223,304.9,1,130,304.9,304.9,0.0,304.9,United Kingdom,991.13,price
14224,251.02,1,131,251.02,0.0,251.02,0.0,United Kingdom,1897.9,adoption
14226,1709.3999999999999,2,1087,854.6999999999999,983.3,726.1,1.35,United Kingdom,3002.5299999999997,adoption
14227,1662.82,6,894,277.13666666666666,304.33,1358.49,0.22,United Kingdom,6368.71,competition
14231,309.0,1,176,309.0,0.0,309.0,0.0,United Kingdom,1235.62,adoption
14232,693.18,1,568,693.18,693.18,0.0,693.18,United Kingdom,2048.07,price
14233,328.15,1,97,328.15,0.0,328.15,0.0,United Kingdom,2904.27,adoption
14235,1264.55,2,856,632.275,850.31,414.24,2.05,United Kingdom,4717.99,adoption
14239,499.56,3,248,166.52,144.95,354.61,0.41,United Kingdom,4263.17,competition
14240,226.85,1,79,226.85,0.0,226.85,0.0,United Kingdom,1247.49,adoption
14242,142.2,1,70,142.2,0.0,142.2,0.0,United Kingdom,280.55,adoption
14243,373.27,1,237,373.27,373.27,0.0,373.27,United Kingdom,7431.05,price
14245,1693.45,2,976,846.725,1005.1,688.35,1.46,United Kingdom,1693.45,adoption
14246,449.64,1,216,449.64,449.64,0.0,449.64,United Kingdom,1474.06,price
14247,136.77,1,47,136.77,136.77,0.0,136.77,United Kingdom,772.66,price
14256,445.2,1,112,445.2,445.2,0.0,445.2,United Kingdom,2473.99,price
14258,3321.64,4,2116,830.41,1780.48,1541.16,1.15,United Kingdom,32051.34,competition
14262,240.0,1,196,240.0,240.0,0.0,240.0,United Kingdom,2618.23,price
14264,115.7,1,18,115.7,115.7,0.0,115.7,United Kingdom,1517.36,price
14267,836.36,2,280,418.18,836.36,0.0,836.36,United Kingdom,1516.24,price
14271,112.32,1,88,112.32,0.0,112.32,0.0,United Kingdom,219.13,adoption
